id,nombre,tipo,tipo_normalizado,nom_mapa,sede,direccion,telefono,e_mail,facebook,web,actividades,instalaciones,calle,altura,direccion_normalizada,barrio,comuna,long,lat
189,CLUB ATLETICO VELEZ SARSFIELD,CLUB,club,Club Atletico Velez Sarsfield,CENTRAL - SEDE Y  ESTADIO JOSE AMALFITANI,Av. Juan B. Justo 9200,4641-5663/5763/4014,velezsocios@velezsarsfield.com.ar,Club Atlético Vélez Sarsfield,www.velezsarsfield.com.ar,"Fútbol Profesional y Amateur, Voley, Básquet, Ajedrez, Yoga, Aerobismo, Atletismo, Béisbol, Bochas, Bocchia, Cestoball, Gimnasia Acrobática, Gimnasia Artística, Gimnasia Aeróbica, Gimnasia Integral, Gimnasia Masculina Mayores, Hockey sobre Césped, Hockey sobre Patines, Judo, Karate, Kung Fu, Levantamiento Olímpico, Musculación, Natación, Paddle, Patín Artístico, Patín Carrera, Pesca Deportiva, Ciclismo, Handball y Tenis. Actividades culturales","ESTADIO AMALFITANI con capacidad 49.540 espectadores.   Salón Bajo Oeste: Gimnasio de 35 x 15 m. Pileta de Natación: Invierno: pileta c/globo. Verano: pileta olímpica (50 x 25 m) y pileta de 25 x 16 m, terraza solarium,solarium parquizado y confitería dentro del complejo. Estadio de básquet “Víctor Barba”: de 28 x 15 m, con tres tableros electrónicos, bocina de estadio, juego de luces y tribunas cabecera este (populares y plateas), cabecera oeste (popular local) y lateral (platea local), con capacidad para 1000 espectadores sentados y 500 parados. Playón Polifuncional: cubierto de 100 x 25 m. Cuatro canchas de vóley. Salon “Osvaldo Di Fonzo”: Tres gimnasios, especialmente acondicionados para la práctica de patín artístico, judo y gimnasia artística y acrobática.  Canchas de baby fútbol: Cuatro canchas de cemento.  Gimnasio 6to. Piso: Salón de karate de 20 x 20 m. BIBLIOTECA. ","JUSTO, JUAN B. AV.",9200,"JUSTO, JUAN B. AV. 9200",Liniers,Comuna 9,-58.519508,-34.633653
136,CLUB BRISTOL,CLUB DE BARRIO,club_de_barrio,Club Bristol,UNICA,La Rioja 1869,4308-5504,,,,"baby, patin, taekwondo, tango",2 canchas - 1 salon,LA RIOJA,1869,LA RIOJA 1869,Parque Patricios,Comuna 4,-58.406089,-34.633005
288,CLUB CENTRO NAVAL,CLUB,club,Club Centro Naval,SEDE NUÑEZ,Av. Cantilo y Arroyo Medrano,4701-4795 y 4704-9272,sede.nunez@centronaval.org.ar,,www.centronaval.org.ar,"rugby, hockey, nautica","amarraderos -  2 canchas  de hockey de césped sintético y 2 canchas de mini-hockey - 5 canchas reglamentarias de rugby, 4 de ellas provistas de torres de iluminación para entrenamiento nocturno y 3 canchas de mini-rugby.",rivadavia comodoro,,"RIVADAVIA MARTIN, COMODORO y DEL LIBERTADOR AV.",Nuñez,Comuna 13,-58.463366,-34.541372
169,CLUB CIUDAD DE BUENOS AIRES,CLUB,club,Club Ciudad De Buenos Aires,UNICA,Av. Libertador 7501,4703-0222,comunicacion@clubciudad.org.ar,Club Ciudad de Buenos Aires - Oficial,www.clubciudad.org.ar,"Tenis, golf, padel, natacion, fútbol, hockey, hockey sobre patines, rugby, softbol, voleybol, bochas, pelota-paleta, judo, karate, esgrima, musculacion, tango, folklore, salsa, merengue. Colonia de vacaciones.",canchas de tenis - canchas de paddle - 4 piletas (1 cubierto) - canchas de hockey y hockey sobre patines - canchas de fútbol - canchas de voley - gimnasios - cancha de rugby - cancha de softbol - cancha de bochas - cancha de pelota-paleta,DEL LIBERTADOR AV.,7501,DEL LIBERTADOR AV. 7501,Nuñez,Comuna 13,-58.460452,-34.543926
280,CLUB COMUNICACIONES,CLUB,club,Club Comunicaciones,,Avda. San Martin 5123,4502-9493,administracion@clubcomunicaciones.com.ar,,,"baby fútbol, basquet, patin, voley, futsal, handbol, gimnasia artistica, taekwondo, lucha, hockey sobre cesped y patines, beisball, pelota paleta, musculacion, fútbol afa, voley, lucha",4 canchas de fútbol - 16 canchas de tenis - 2 canchas de rugby - cancha de basquet - natatorio - salones,SAN MARTIN AV.,5123,SAN MARTIN AV. 5123,Agronomia,Comuna 15,-58.489813,-34.597173
299,CLUB DE AJEDREZ DE VILLA DEL PARQUE,CLUB DE BARRIO,club_de_barrio,Club De Ajedrez De Villa Del Parque,UNICA,Santo Tomé 3823,,cavpajedrez@gmail.com,Club de Ajedrez de Villa del Parque,www.cavp.com.ar,"Ajedrez
",,SANTO TOME,3823,SANTO TOME 3823,Villa Del Parque,Comuna 11,-58.497673,-34.610877
16,CLUB DE AJEDREZ JAQUE MATE ASOCIACION CIVIL,CLUB DE BARRIO,club_de_barrio,Club De Ajedrez Jaque Mate Asociacion Civil,,Sgo. Del Estero 952,4305-5206,,,,ajedrez,biblioteca - 4 salones,SANTIAGO DEL ESTERO,952,SANTIAGO DEL ESTERO 952,Constitucion,Comuna 1,-58.384270,-34.619231
91,CLUB DE AMIGOS,CLUB,club,Club De Amigos,UNICA,Figueroa Alcorta 3885,4802-3058 / 4807-4035  / 4801-1213,info@clubdeamigos.org.ar,Club de Amigos,www.clubdeamigos.org.ar,"basquet, fútbol, gimnasia, hockey, artes marciales, natacion, rugby, tenis, voley, fitness.",canchas - gimnasio - natatorios,"FIGUEROA ALCORTA, PRES. AV.",3885,"FIGUEROA ALCORTA, PRES. AV. 3885",Palermo,Comuna 14,-58.411021,-34.572148
264,CLUB DE CORREDORES,CLUB DE BARRIO,club_de_barrio,Club De Corredores,,Monroe 916,4780-1010,clubdecorredores@clubdecorredores.com.ar,,www.clubdecorredores.com,carreras de calle de atletismo y carreras de aventura en zonas campestres,,MONROE,916,MONROE 916,Belgrano,Comuna 13,-58.444462,-34.549182
135,CLUB DE GIMNASIA Y ESGRIMA DE VELEZ SARSFIELD,CLUB,club,Club De Gimnasia Y Esgrima De Velez Sarsfield,UNICA,Joaquin V. Gonzalez 1511,4567-6971,,,,"baby, patin, gimnasia, folklore,Taekwondo,futsal,gimnasio",1 cancha - 2 salones,"GONZALEZ, JOAQUIN V.",1511,"GONZALEZ, JOAQUIN V. 1511",Villa Santa Rita,Comuna 11,-58.489534,-34.619137
93,CLUB DE GIMNASIA Y ESGRIMA DE VILLA DEL PARQUE,CLUB DE BARRIO,club_de_barrio,Club De Gimnasia Y Esgrima De Villa Del Parque,UNICA,Tinogasta 3455,4501-1518 int. 11 y 12  FAX: 4501-2438,gevpadministracion@fibertel.com.ar,Club Gevp,www.gevparque.org,"Básquet, Cestoball, Danza contemporánea, Danza jazz, Zumba, Gimnasia rítmica, Gimnasia artística, Gimnasia aeróbica, Gimnasia suave, Yoga, Gimnasio de musculación, Indoor cycling, Pilates, Tango, Fútbol, Vóley masculino y femenino, Iniciación deportiva, Taekwondo, Buceo, Natación y Tenis. Actividades culturales",Canchas - Salones - Gimnasios - Natatorios climatizados,TINOGASTA,3455,TINOGASTA 3455,Villa Del Parque,Comuna 11,-58.499126,-34.602540
89,CLUB DEL PERSONAL DE DIRECCION DEL FERROCARRIL DOMINGO FAUSTINO SARMIENTO - FCDFS,CLUB DE BARRIO,club_de_barrio,Club Del Personal De Direccion Del Ferrocarril Domingo Faustino Sarmiento - Fcdfs,UNICA,Reservistas Argentinos 219,4644-2360   4642-9845,clubferrocarrildfs@hotmail.com,,,"Folklore, tango, gimnasia femenina, fútbol 7 y 9, natación, tenis, pelota paleta, pádel, vóley. Actividades culturales.",cancha - salon - natatorio,RESERVISTAS ARGENTINOS,219,RESERVISTAS ARGENTINOS 219,Liniers,Comuna 9,-58.521403,-34.636559
10,CLUB DE PELOTA Y ESGRIMA,CLUB DE BARRIO,club_de_barrio,Club De Pelota Y Esgrima,,Moreno  981,4342-4820,,,,pelota-paleta,cancha de paleta - salon,MORENO,981,MORENO 981,Monserrat,Comuna 1,-58.380152,-34.611775
232,CLUB DEPORTIVO ALBERDI,CLUB DE BARRIO,club_de_barrio,Club Deportivo Alberdi,,White 1041,4682-9737,,,,,,WHITE,1041,WHITE 1041,Parque Avellaneda,Comuna 9,-58.487716,-34.647119
223,Club Deportivo Español,CLUB,club,Club Deportivo Español,SEDE ADMINISTRATIVA,Crisostomo Alvarez 3932,4637-6903,clubespañol@speedy.com.ar,,,"baby, futsal, patin, voley, artes marciales, danza, otros. Actividades culturales.",,"ALVAREZ, CRISOSTOMO",3932,"ALVAREZ, CRISOSTOMO 3932",Parque Avellaneda,Comuna 9,-58.468201,-34.655290
7,Club Deportivo Español,CLUB,club,Club Deportivo Español,ANEXOS,Dellepiane y Escalada,S/T,clubespañol@speedy.com.ar,,,"baby, futsal, patin, voley, artes marciales, danza, otros. Actividades culturales.",,"DELLEPIANE, LUIS, TTE. GRAL.",,"DELLEPIANE, LUIS, TTE. GRAL. y ESCALADA AV.",Villa Lugano,Comuna 8,-58.472026,-34.663153
213,CLUB FERROCARRIL OESTE,CLUB,club,Club Ferrocarril Oeste,,F. Garcia Lorca 350,4431-8282,informesocios@ferrocarriloeste.org.ar  -  ferrocar@fibertel.com.ar,Club Ferro Carril Oeste - Oficial,www.ferrocarriloeste.org.ar,"fútbol, voley, basquet, gimnasia, natacion, tenis, tenis de mesa, handbol, taekwondo, judo, folklore, hockey, ajedrez, beisbol, judo, gimnasia deportiva",7 gimnasios - cancha de beisbol - 2 natatorios - 10 canchas de tenis - salon de taekwondo - salon de ajedrez,"GARCIA LORCA, FEDERICO",350,"GARCIA LORCA, FEDERICO 350",Caballito,Comuna 6,-58.445535,-34.617957
131,CLUB FULGOR DE VILLA CRESPO,CLUB DE BARRIO,club_de_barrio,Club Fulgor De Villa Crespo,UNICA,Loyola 828,4778-1511 a partir de las 16 hs,,,,"baby, patin, artes marciales, tango, folklore, yoga, ajedrez",1 cancha - 1 salon,LOYOLA,828,LOYOLA 828,Villa Crespo,Comuna 15,-58.438128,-34.593253
25,CLUB GIMNASIA Y ESGRIMA DE BUENOS AIRES,CLUB,club,Club Gimnasia Y Esgrima De Buenos Aires,SEDE ING. J. NEWBERY,Marcelino Freyre 3831 - Av. Dorrego 3600,4777-8400,info@geba.org.ar,GEBA - Club de Gimnasia y Esgrima de Buenos Aires (Oficial),www.portaldegeba.com,Aeróbica y Localizada – Ajedrez – Atletismo - Flexibilidad y Localizada - Gimnasio Musculación - Indoor Cycle - Iniciación Deportiva (Multideportivas) - Localizada y Intensa - Mini GEBA  -   (Multideportivas) – Natación - Waterpolo - P.A.F.B. - Pelota a Paleta – Tenis - Yoga Moderno -  Colonia de vacaciones,"6 Canchas de tenis de polvo de ladrillo - 1 Frontón - 1 Cancha de basquet  de cemento apta además para fútbol 5 - 1 Cancha de basquet de polvo de ladrillo - 1 Playón multiuso / Cancha sintético de mini fútbol - 1 Estadio con capaciad  para 12.000 espectadores - 1 Cancha de Mini Fútbol - 4 Canchas de Mini Voley - 1 Pista de Atletismo de 6 andariveles, 400 metros de desarrollo, con Sector para saltos y lanzamientos - 1 Pista de patinaje cubierta con piso de baldosas -1 Pileta olímpica cubierta 50 mts y 6 andariveles - 1 Pileta chica de 45 mts cuadrados al aire libre - 1 Gimnasio de aeróbica con pisos de parquet (Gimnasio Pimentel) - 1 Gimnasio de aeróbica (Gimnasio Llorente) - 1 Gimnasio de complementos y preparación física - 1 Sala de spinning (clases indoor cycle) - 1 Sala de relax y lectura - 1 Juegos infantiles hasta 5 años - 1 Quincho climatizado con 18 mesas y 13 parrillas - 1 Sector al aire libre con 28 mesas y 18 parrillas de material - 1 Oficina Médica - 1 Restaurante - 5 Vestuarios de Damas para todas las edades - 5 Vestuarios de Hombres para todas las edades - 1 Nursery  abierto de jueves a domingos (Sin personal) - 1 Sala de juegos - 1 Vestuario visitante - 1 Dormis para delegaciones con 16 camas - 1 Guardería para bicilcletas y reposeras - 1 Solarium hombres - 1 Solarium damas - 1 Peluquería para caballeros - 2 canchas de pelota paleta - 1 sala de juegos y sala de dibujo - Espacio verde de 400 mts cuadrados como solarium","FREYRE, MARCELINO E., CNEL. AV.",3831,"FREYRE, MARCELINO E., CNEL. AV. 3831",Palermo,Comuna 14,-58.420430,-34.569591
24,CLUB GIMNASIA Y ESGRIMA DE BUENOS AIRES,CLUB,club,Club Gimnasia Y Esgrima De Buenos Aires,SEDE SAN MARTIN,Av. Figueroa Alcorta 5575,Conmutador: 4788-8400/3303/5073,info@geba.org.ar,GEBA - Club de Gimnasia y Esgrima de Buenos Aires (Oficial),www.portaldegeba.com,Aeróbica y Localizada - Aeróbico y Latino - Ajedrez - Basquetbol - Deport Training - Flexibilidad - Fútbol Campeonato Interno - G.A.P. - Gimnasia Artística Femenina y Acrobática - Gimnasio de Musculación - Golf - Hockey Sobre Cesped Femenino - Hockey Sobre Cesped Masculino - Hockey Sobre Patines Femenino - Hockey Sobre Patines Masculino - Indoor Cycle - Iniciación Deportiva (Multideportivas) - Localizada - Localizada y Intensa - Mini GEBA (Multideportivas) - Natacion - P.A.F.B. - Palestra - Patín - Pilates - Waterpolo - Rugby - TaeKwonDo - Tenis - Voleibol - Yoga Moderno. Colonia de vacaciones.,"24 canchas de tenis de polvo de ladrillo - 2 Canchas de tenis de cemento - 7 Canchas de Voleibol (tipo playón) - 6 Canchas de minivoley - 3 Canchas de Fútbol 11 - 3 Canchas de Fútbol sintético - 3 Piletas con más de 700 m2 y de distintas profundidades aptas para niños y adultos: Pileta de 25 metros climatizada de 300 m2 con sanitarios y vestuarios  propios - 1 Cancha de basquet con piso de cemento - 2 Canchas de Hockey sobre Cesped sintético Agua/Arena (Reglamentarias) - 1 Cancha de Hockey sobre ruedas techada - 1 Playón techado para Patinaje Artistico - 1 Salón de Usos Multiples (SUM) - 1 Sala de Juegos - 1 Sala de Yoga - 2 Parques de juegos para niños  (Areneros) - 1 Parque de juegos para niños (Cesped Sintético) - 1 Oficina Médica - 2 Canchas Sintéticas de Futbol 5/8 -  1 Cancha de Fútbol 5 con piso cerámico - 1 Moderno Spa con baños de Calor y Ducha Escocesa y Finlandesa - 2 Canchas de Rugby (aptas para competencias oficiales, una de ellas con capacidad para 2.000 espectadores) - 1 Playón Multiuso (Papi Fútbol y Patín) -  1 Cancha de Golf (9 Hoyos) - 1 Gimnasio de Fitness - 1 Gimnasio de Musculación - 1 Gimnasio de Musculación de Alto Rendimiento - 1 Cancha de Voley/Basquetbol con piso deportivo sintético techada - 1 Nursery - 3 Restorantes - 10 Vestuarios (Caballeros, Damas, Cadetes, Infantiles, Visitantes y Pileta) - 4 Terceros Tiempos (Rugby, Hockey, Tenis y Golf) - 1 Quincho Cubierto con 30 Mesas y 40 Parrillas - 1 Dormi  Caballeros con 30 camas - 1 Dormi Damas con 30 camas - 1 Solarium de Hombre - 1 Solarium de Mujeres - 1 Playón Multiuso con cesped sintético ","FIGUEROA ALCORTA, PRES. AV.",5575,"FIGUEROA ALCORTA, PRES. AV. 5575",Palermo,Comuna 14,-58.425522,-34.560638
23,CLUB GIMNASIA Y ESGRIMA DE BUENOS AIRES,CLUB,club,Club Gimnasia Y Esgrima De Buenos Aires,CENTRAL - DR. R. C. ALDAO,Bartolome Mitre 1149 - Tte. Gral. J. D. Peron 1154,4382-4395/ 0031,info@geba.org.ar,GEBA - Club de Gimnasia y Esgrima de Buenos Aires (Oficial),www.portaldegeba.com,Acondicionamiento Físico - Aeróbica - Aeróbica y Localizada - Aikido - Ajedrez - Basquetbol - Body Combat - Body Pump - Boxeo - Bridge - Danesa - Danza Jazz - Esgrima - Esgrima de Bastón - Flexibilidad - Fútbol Societario - Gimnasia Artística Femenina - Gimnasia Artística Masculina - Gimnasia Corporal Postural - Gimnasia Rítmica Deportiva - Gimnasio de Musculación - Hatha Yoga - Indoor Cycle - Jazz - Judo - Karate - Localizada - Localizada y Flexibilidad - Localizada e Intensa - Natación - Pelota a Paleta - Pilates - Pilates Matt - Ritmos - Stretching - Taekwondo - Voleibol - Yoga - Yoga Iyengar - Colonia de vacaciones,"1 Gran Gimnasio de 50 x 24 m. con una cancha de Voley y una de Basquet aptas para alta competencia, con galería superior perimetral adecuada para running - 2 Gimnasios aptos para entrenamientos y práctica de Voley y Basquet Infantil, y uno de ellos para fútbol 5 - 4 Gimnasios aptos para Actividades Gimnásticas y Recreativas - 2 Trinquetes cerrados de Pelota a Paleta - 1 Trinquete abierto de Pelota a Paleta - 1 Sala de Tenis de Mesa - 1 Gimnasio de Complementos con ring de Box y 72 máquinas para ejercitaciones de distintos grupos musculares - 1 Gimnasio de Alto Rendimiento con equipamiento completo para gimnasia deportiva y artística - 1 Natatorio de 25 metros cubiertos con galería apto para Alta Competencia - 1 Natatorio para Infantiles con galería superior y profundidades para distintas edades - 1 Moderno Gimnasio de musculación con cintas, bicicletas horizontales, elípticos, escaladores y peso libre con barras olímpicas - 1 sala de spinning con 30 bicicletas fijas - 1 Sala de Armas con 13 pedanas y señaladores electrónicos - 1 Sala de Ajedrez para 40 partidas simultáneas - 1 Sala de Bridge - 1 Tatami para Yoga y Judo - 1 Sala de Teatro con capacidad para 140 espectadores - 2 Salones Musicales para la enseñanza de guitarra e instrumentos de viento - 1 Sala de Cerámica, Esmaltado de Metales, Pintura sobre porcelana equipada con horno - 1 Sala de Dibujo equipada - 2 Sala de Danzas para clases de Folklore, Tango, y Danzas Clasicas - 1 Sala de Vitalicias - 1 Sala de Vitalicios con bar, mesas de naipes y billar - 1 Biblioteca Circulante - 1 Solarium para Damas y otro de Caballeros - 1 Baño de Calor (turco, sauna, finlandes y sala de descanso) - 1 Confitería - 6 Vestuarios (Caballeros, Damas e Infantiles)","MITRE, BARTOLOME",1149,"MITRE, BARTOLOME 1149",San Nicolas,Comuna 1,-58.382965,-34.607373
248,CLUB GIMNASIA Y ESGRIMA VILLA DEVOTO,CLUB DE BARRIO,club_de_barrio,Club Gimnasia Y Esgrima Villa Devoto,,Mercedes 4280,4501-0218,,,,"baby, basket, patin, voley, gimnasia deportiva, artes marciales, teatro, coro, esgrima",gimasio - cancha de paddle - 2 salones,MERCEDES,4280,MERCEDES 4280,Villa Devoto,Comuna 11,-58.514319,-34.598638
272,CLUB HIPICO ARGENTINO,CLUB,club,Club Hipico Argentino,UNICA,Figueroa Alcorta 7285,4787-1003,,,www.clubhipicoargentino.org.ar,hipismo - escuela de equitación - gimnasia - natacion,"1 pista de césped, caballerizas para 300 equinos, varias pistas de arena, y un picadero cubierto con capacidad para 5000 espectadores. Otras comodidades son: una importante sede social, una pileta olímpica, un gimnasio y solarium.","FIGUEROA ALCORTA, PRES. AV.",7285,"FIGUEROA ALCORTA, PRES. AV. 7285",Belgrano,Comuna 13,-58.445194,-34.547244
265,CLUB JUVENTUD DE BELGRANO,CLUB DE BARRIO,club_de_barrio,Club Juventud De Belgrano,,Virrey Aviles 3167,4553-6266,,,,"Baby Futbol, voley, patin, Artes Marciales. Actividades culturales.",1 cancha - 2 salones,"AVILES, VIRREY",3167,"AVILES, VIRREY 3167",Colegiales,Comuna 13,-58.458544,-34.573208
144,CLUB JUVENTUD DE NUÑEZ,CLUB DE BARRIO,club_de_barrio,Club Juventud De Nuñez,UNICA,11 de Septiembre 3635,4703-1879,,,,"boxeo, taekwondo, pilates",2 salones,11 DE SEPTIEMBRE DE 1888,3635,11 DE SEPTIEMBRE DE 1888 3635,Nuñez,Comuna 13,-58.461615,-34.545241
239,"CLUB LINIERS NORTE SOCIAL, CULTURAL Y DEPORTIVO",CLUB DE BARRIO,club_de_barrio,"Club Liniers Norte Social, Cultural Y Deportivo",,Gana 687,4641-6138,,,,"Gimnasia, Artes Marciales, pesca. Actividades culturales.",2 Salones,GANA,687,GANA 687,Versalles,Comuna 10,-58.527475,-34.630951
134,CLUB MIRIÑAQUE,CLUB DE BARRIO,club_de_barrio,Club Miriñaque,UNICA,Lynch 3471,4911-1029,,,,"taekwondo, gimnasia deportiva, baby, futsal, basket, patin, voley, yoga",1 cancha - 2 salones,LYNCH,3471,LYNCH 3471,Nueva Pompeya,Comuna 4,-58.408678,-34.651617
75,CLUB MITRE,CLUB DE BARRIO,club_de_barrio,Club Mitre,UNICA,Segurola 1332,4567-8185,clubmitre@hotmail.com,CLUB SOCIAL Y DEPORTIVO MITRE,,"baby fútbol, patin artistico, taekwondo,
tango, folklore",cancha - salon,SEGUROLA AV.,1332,SEGUROLA AV. 1332,Velez Sarsfield,Comuna 10,-58.495403,-34.623651
211,CLUB NAUTICO HACOAJ,CLUB,club,Club Nautico Hacoaj,"SEDE CAPITAL, TIENE OTRAS TRES SEDES EN PROVINCIA",Av. Estado de Israel 4156,4863-2121,hacoaj@hacoaj.org.ar,Club Náutico Hacoaj - Sitio Oficial Organización sin fines de lucro,www.hacoaj.org.ar,"Fútbol 5, voley, gimnasia, gimnasia deportiva, handbol, patin, otros.",2 gimnasios cubiertos dobles - 1 gimnasio de entrenamiento - 1 gimnasio de capacitación - 2 salones de usos múltiples - Confitería - Tatami de judo - Aulas - Salones de reunión - Oficinas administrativas y de gestión,ESTADO DE ISRAEL AV.,4156,ESTADO DE ISRAEL AV. 4156,Almagro,Comuna 5,-58.424233,-34.597925
94,CLUB OESTE,CLUB DE BARRIO,club_de_barrio,Club Oeste,UNICA,Jose M. Moreno 446,4923-7509,cluboeste2003@yahoo.com.ar,Club-Oeste Caballito,www.webcluboeste.com.ar,"Árabe, básquet, axe, danza, gim articular, escuela de fútbol, fútbol infantil, gim. artística, ninjutsu, patín escuela, taekwondo, karate, tango, voley adultos, tai-chi-chuan, yoga tt, salsa. Actividades culturales.",canchas - salones,"MORENO, JOSE MARIA AV.",446,"MORENO, JOSE MARIA AV. 446",Caballito,Comuna 6,-58.434497,-34.623615
68,CLUB PUEYRREDON,CLUB DE BARRIO,club_de_barrio,Club Pueyrredon,UNICA,Larsen 2843,4571-0156,,,,"Artes marciales, fútbol 5, billar, patin.",canchas - salones,LARSEN,2843,LARSEN 2843,Villa Pueyrredon,Comuna 12,-58.508049,-34.578708
252,CLUB RACING DE VILLA DEL PARQUE,CLUB,club,Club Racing De Villa Del Parque,SEDE CAPITAL - DOMICILIO LEGAL EN AVELLANEDA,Nogoya 3045,4501-9100  4504-9111  y 4502-7396,sedecapital@racingclub.com.ar,,www.racingclub.com.ar,"atletismo, básquet, fútbol infantil, futsal femenino, futsal masculino, gimnasia artística, judo, patín artístico, sipalki do, taekwondo, voley femenino",,NOGOYA,3045,NOGOYA 3045,Villa Del Parque,Comuna 11,-58.491358,-34.602565
208,CLUB RIACHUELO JUNIORS,CLUB DE BARRIO,club_de_barrio,Club Riachuelo Juniors,,Alberto Einstein 1022,4943-6158,,,,"fútbol infantil, escuela de fútbol y voley, karate, aerobox y patín",1 buffet - salón para eventos - 1 cancha de baby,"EINSTEIN, ALBERTO",1022,"EINSTEIN, ALBERTO 1022",Nueva Pompeya,Comuna 4,-58.410062,-34.656398
249,"CLUB SOCIAL CULTURAL, DEPORTIVO Y BIBLIOTECA PEDRO LOZANO",CLUB DE BARRIO,club_de_barrio,"Club Social Cultural, Deportivo Y Biblioteca Pedro Lozano",,Gualeguaychu 2902,4566-3598,clubpedrolozano@gmail.com,,,"Baby fútbol, Artes Marciales, Danzas Arabes, capoeira, boxeo, kung fu",1 Canchas - 2 salones,GUALEGUAYCHU,2902,GUALEGUAYCHU 2902,Villa Devoto,Comuna 11,-58.507396,-34.608506
164,"CLUB SOCIAL, CULTURAL Y DEPORTIVO BOHEMIOS",CLUB DE BARRIO,club_de_barrio,"Club Social, Cultural Y Deportivo Bohemios",UNICA,Necochea 948,4307-0114,,,,"Baby fútbol, yoga, tango, salsa y merengue. Actividades culturales.",1 cancha - 2 salones,NECOCHEA,948,NECOCHEA 948,Boca,Comuna 4,-58.358654,-34.632772
90,"CLUB SOCIAL, CULTURAL Y DEPORTIVO LARRAZABAL",CLUB DE BARRIO,club_de_barrio,"Club Social, Cultural Y Deportivo Larrazabal",UNICA,Larrazabal 829,4642-7089,larrazabalclubsocial@gmail.com,,,"Artes marciales, yoga. Actividades culturales.",salones,LARRAZABAL AV.,829,LARRAZABAL AV. 829,Liniers,Comuna 9,-58.507410,-34.647225
281,CLUB SOCIAL DEPORTIVO EL TREBOL Y BIBLIOTECA INDEPENDENCIA,CLUB DE BARRIO,club_de_barrio,Club Social Deportivo El Trebol Y Biblioteca Independencia,,Gandara 2840,4521-5569,eltrebol54@uol.com.ar,,,"Fútbol de menores, voley femenino, karate, gimnasia, bochas para jubilados, teatro. Actividades culturales.",,GANDARA,2840,GANDARA 2840,Parque Chas,Comuna 15,-58.481020,-34.583324
31,CLUB SOCIAL SPORTIVO DEVOTO,CLUB DE BARRIO,club_de_barrio,Club Social Sportivo Devoto,,Gabriela Mistral 3151,4571-3552,,,,"boxeo, artes marciales, fútbol,
tejo",salones - canchas de tejo,"MISTRAL, GABRIELA",3151,"MISTRAL, GABRIELA 3151",Villa Pueyrredon,Comuna 12,-58.504803,-34.589133
240,CLUB SOCIAL Y CULTURAL EL LUCHADOR,CLUB DE BARRIO,club_de_barrio,Club Social Y Cultural El Luchador,,Viena 6508,4644-3353,,,,"taekwondo, tango, salsa y merengue, folklore, danza arabe.",1 cancha - 1 salon,VIENA,6508,VIENA 6508,Versalles,Comuna 10,-58.523622,-34.632888
227,CLUB SOCIAL Y CULTURAL GENERAL SAN MARTIN,CLUB DE BARRIO,club_de_barrio,Club Social Y Cultural General San Martin,,Oliden  956,4644-4367,,,,"Baby fútbol, artes marciales, gimnasia artistica, gimnasia femenina. Actividades Culturales.",1 cancha - 2 salones,OLIDEN,956,OLIDEN 956,Liniers,Comuna 9,-58.509913,-34.648142
282,CLUB SOCIAL Y DEPORTIVO AÑASCO,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Añasco,,Gral. M.A.Rodriguez 2650,4583-4886,clubanasco@fibertel.com.ar,,,"baby fútbol, patin, taekwondo, danzas clasicas. Actividades culturales.",1 cancha - 2 salones,"RODRIGUEZ, MANUEL A., GENERAL",2650,"RODRIGUEZ, MANUEL A., GENERAL 2650",Paternal,Comuna 15,-58.462023,-34.597549
283,CLUB SOCIAL Y DEPORTIVO DEFENSORES DE CHACARITA,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Defensores De Chacarita,,Elcano  3831,4554-2990,defensoresdechacarita@live.com.ar,,,"Baby, voley, artes marciales, danza. Actividades culturales.",2 canchas - 1 salon,ELCANO AV.,3831,ELCANO AV. 3831,Villa Ortuzar,Comuna 15,-58.460612,-34.581106
274,CLUB SOCIAL Y DEPORTIVO ESTRELLA DE MALDONADO,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Estrella De Maldonado,,Juan B. Justo 1439,4771-9334,info@estrella-maldonado.com.ar,,www.estrella-maldonado.com.ar,"baby, futsal, patin, voley, taekwondo, karate, tenis de mesa, acrobacia, esgrima",3 canchas - 2 salones - 2 natatorio (cubiertos en invierno),"JUSTO, JUAN B. AV.",1439,"JUSTO, JUAN B. AV. 1439",Palermo,Comuna 14,-58.434324,-34.584909
284,CLUB SOCIAL Y DEPORTIVO FLOREAL DE LA PATERNAL,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Floreal De La Paternal,,Elcano  4843,4553-0648,,,,"ajedrez, voley, patin, baby",2 salones,ELCANO,4843,ELCANO 4843,Paternal,Comuna 15,-58.467437,-34.591958
228,CLUB SOCIAL Y DEPORTIVO FLORESTA JUNIORS,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Floresta Juniors,,Laguna 734,4671-9701,florestajuniors@gmail.com,,,"artes marciales, yoga, ajedrez, baby, patin, danza",2 salones - biblioteca,LAGUNA,734,LAGUNA 734,Parque Avellaneda,Comuna 9,-58.477605,-34.641310
